SERVICE_DATE,PEAK_OFFPEAK_IND,MODE_TYPE,ROUTE_OR_LINE,ROUTE_TYPE,STOP,METRIC_TYPE,OTP_NUMERATOR,OTP_DENOMINATOR
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,106,OTH,,"Headway / Schedule Adherence",194.000000000,275.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,121,OTH,,"Headway / Schedule Adherence",79.000000000,82.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,170,OTH,,"Headway / Schedule Adherence",13.000000000,26.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,210,OTH,,"Headway / Schedule Adherence",98.000000000,148.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,354,OTH,,"Headway / Schedule Adherence",87.000000000,145.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,449,OTH,,"Headway / Schedule Adherence",16.000000000,36.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,451,OTH,,"Headway / Schedule Adherence",50.000000000,68.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,504,OTH,,"Headway / Schedule Adherence",234.000000000,273.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,52,OTH,,"Headway / Schedule Adherence",102.000000000,166.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Fairmount Line",,,"Headway / Schedule Adherence",9.000000000,9.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Fitchburg Line",,,"Headway / Schedule Adherence",13.000000000,13.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Arlington ","Passenger Wait Time",82.927763475,203.237926066
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Blandford Street ","Passenger Wait Time",49.337144279,98.669331207
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Hynes ","Passenger Wait Time",739.491325690,1201.620712865
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,101,OTH,,"Headway / Schedule Adherence",265.000000000,391.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,15,KBR,,"Headway / Schedule Adherence",512.000000000,690.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,192,OTH,,"Headway / Schedule Adherence",9.000000000,18.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Kenmore ","Passenger Wait Time",907.010966518,1533.014022155
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Boylston ","Passenger Wait Time",116.685017752,294.013080726
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Eliot ","Passenger Wait Time",28.260293773,88.644946764
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Waban ","Passenger Wait Time",26.762550132,75.894801042
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Symphony ","Passenger Wait Time",356.941068458,748.091072558
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Downtown Crossing ","Passenger Wait Time",1597.155908304,7043.408839494
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Jackson Square ","Passenger Wait Time",116.739195009,1042.189600176
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Massachusetts Avenue ","Passenger Wait Time",236.025099452,1192.802502945
16-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","Wollaston ","Passenger Wait Time",199.427223322,1221.706348868
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,07,OTH,,"Headway / Schedule Adherence",358.000000000,483.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,108,OTH,,"Headway / Schedule Adherence",130.000000000,214.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,109,OTH,,"Headway / Schedule Adherence",217.000000000,306.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,110,OTH,,"Headway / Schedule Adherence",221.000000000,346.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,120,OTH,,"Headway / Schedule Adherence",124.000000000,182.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,134,OTH,,"Headway / Schedule Adherence",167.000000000,243.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,14,OTH,,"Headway / Schedule Adherence",77.000000000,167.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,16,OTH,,"Headway / Schedule Adherence",198.000000000,337.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,22,KBR,,"Headway / Schedule Adherence",542.000000000,727.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,28,KBR,,"Headway / Schedule Adherence",604.000000000,768.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,34,OTH,,"Headway / Schedule Adherence",285.000000000,396.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,431,OTH,,"Headway / Schedule Adherence",7.000000000,9.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,76,OTH,,"Headway / Schedule Adherence",119.000000000,165.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,99,OTH,,"Headway / Schedule Adherence",100.000000000,163.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,CT1,OTH,,"Headway / Schedule Adherence",199.000000000,332.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Lowell Line",,,"Headway / Schedule Adherence",15.000000000,15.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Newburyport Line",,,"Headway / Schedule Adherence",10.000000000,13.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Chiswick Road ","Passenger Wait Time",60.475365059,130.224500056
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Copley ","Passenger Wait Time",301.185476382,718.296372472
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Arlington ","Passenger Wait Time",441.230452383,751.556619724
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Fairbanks Street ","Passenger Wait Time",37.822208769,93.983943514
16-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","Porter ","Passenger Wait Time",512.137938308,2432.268501526
16-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","Quincy Center ","Passenger Wait Time",371.915355812,1942.171442056
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,352,OTH,,"Headway / Schedule Adherence",9.000000000,10.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,40,OTH,,"Headway / Schedule Adherence",64.000000000,171.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,435,OTH,,"Headway / Schedule Adherence",80.000000000,123.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,44,OTH,,"Headway / Schedule Adherence",309.000000000,546.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,45,OTH,,"Headway / Schedule Adherence",308.000000000,483.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,450,OTH,,"Headway / Schedule Adherence",181.000000000,248.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,55,OTH,,"Headway / Schedule Adherence",82.000000000,116.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,558,OTH,,"Headway / Schedule Adherence",24.000000000,35.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,608,OTH,,"Headway / Schedule Adherence",119.000000000,192.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,62,OTH,,"Headway / Schedule Adherence",100.000000000,186.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,66,KBR,,"Headway / Schedule Adherence",765.000000000,1030.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,74,OTH,,"Headway / Schedule Adherence",161.000000000,208.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,75,OTH,,"Headway / Schedule Adherence",47.000000000,83.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,CT2,OTH,,"Headway / Schedule Adherence",96.000000000,373.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Commuter,"Fitchburg Line",,,"Headway / Schedule Adherence",23.000000000,23.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Commuter,"Stoughton Line",,,"Headway / Schedule Adherence",22.000000000,23.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Blue Line","Blue Line","State Street ","Passenger Wait Time",1052.009925403,6441.325681814
16-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Green-C Line","Green Line","Fairbanks Street ","Passenger Wait Time",41.368172269,110.998772543
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,08,OTH,,"Headway / Schedule Adherence",222.000000000,472.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,108,OTH,,"Headway / Schedule Adherence",191.000000000,260.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,112,OTH,,"Headway / Schedule Adherence",83.000000000,160.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,131,OTH,,"Headway / Schedule Adherence",80.000000000,109.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,245,OTH,,"Headway / Schedule Adherence",83.000000000,114.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Packards Corner ","Passenger Wait Time",107.488206471,252.670756171
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Arlington ","Passenger Wait Time",82.448911157,194.497891198
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Reservoir ","Passenger Wait Time",103.336449469,276.192117992
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Arlington ","Passenger Wait Time",530.430006605,925.188997361
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Fenwood Road ","Passenger Wait Time",20.906889562,37.185880042
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Back Bay ","Passenger Wait Time",882.889473790,3785.741038342
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Charles/MGH ","Passenger Wait Time",713.059115438,2350.581873647
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Museum of Fine Arts ","Passenger Wait Time",101.465225957,235.256893025
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","State Street ","Passenger Wait Time",607.013535134,2997.978098252
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","JFK/UMASS Ashmont ","Passenger Wait Time",111.154381388,726.156437820
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Griggs Street ","Passenger Wait Time",108.151949053,207.363274037
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Harvard Avenue ","Passenger Wait Time",207.520974440,477.233578877
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Pleasant Street ","Passenger Wait Time",57.689818643,129.237873260
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","South Street ","Passenger Wait Time",74.143202532,165.418779382
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Longwood ","Passenger Wait Time",93.513279352,233.282206965
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Newton Centre ","Passenger Wait Time",84.912789085,200.216336164
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Northeastern ","Passenger Wait Time",136.875174737,288.249301158
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Chinatown ","Passenger Wait Time",301.606124794,1023.649895532
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Harvard ","Passenger Wait Time",1031.397895055,4247.909369734
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Downtown Crossing ","Passenger Wait Time",1804.770094524,5950.655250038
16-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","Park Street ","Passenger Wait Time",2863.121045974,12697.656809771
16-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","South Station ","Passenger Wait Time",1368.132461091,5717.813112229
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,04,OTH,,"Headway / Schedule Adherence",130.000000000,184.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,08,OTH,,"Headway / Schedule Adherence",210.000000000,377.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,132,OTH,,"Headway / Schedule Adherence",70.000000000,80.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,137,OTH,,"Headway / Schedule Adherence",78.000000000,141.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,240,OTH,,"Headway / Schedule Adherence",218.000000000,384.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,350,OTH,,"Headway / Schedule Adherence",142.000000000,295.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,441,OTH,,"Headway / Schedule Adherence",83.000000000,128.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,450,OTH,,"Headway / Schedule Adherence",90.000000000,170.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,59,OTH,,"Headway / Schedule Adherence",116.000000000,147.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,60,OTH,,"Headway / Schedule Adherence",155.000000000,227.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,65,OTH,,"Headway / Schedule Adherence",205.000000000,246.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,89,OTH,,"Headway / Schedule Adherence",184.000000000,285.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,95,OTH,,"Headway / Schedule Adherence",89.000000000,132.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,96,OTH,,"Headway / Schedule Adherence",201.000000000,248.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Worcester Line",,,"Headway / Schedule Adherence",15.000000000,17.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Blue Line","Blue Line","State Street ","Passenger Wait Time",489.185313158,2883.442601084
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Allston Street ","Passenger Wait Time",72.627332140,157.522234393
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Kenmore ","Passenger Wait Time",299.644178741,671.921626755
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-D Line","Green Line","Kenmore ","Passenger Wait Time",223.705667002,553.382679073
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-E Line","Green Line","Mission Park ","Passenger Wait Time",60.927615861,109.082413793
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Orange Line","Orange Line","Tufts Medical Center ","Passenger Wait Time",269.025984737,1351.679028923
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Central ","Passenger Wait Time",565.154129828,3127.416366660
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Park Street ","Passenger Wait Time",2449.969708259,7203.302025147
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Red Line","Red Line","Wollaston ","Passenger Wait Time",183.236930140,762.580275406
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,119,OTH,,"Headway / Schedule Adherence",81.000000000,101.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,201,OTH,,"Headway / Schedule Adherence",76.000000000,106.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,217,OTH,,"Headway / Schedule Adherence",26.000000000,39.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,230,OTH,,"Headway / Schedule Adherence",163.000000000,260.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,29,OTH,,"Headway / Schedule Adherence",146.000000000,273.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,35,OTH,,"Headway / Schedule Adherence",170.000000000,252.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,411,OTH,,"Headway / Schedule Adherence",85.000000000,118.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,435,OTH,,"Headway / Schedule Adherence",33.000000000,69.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,439,OTH,,"Headway / Schedule Adherence",10.000000000,16.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,448,OTH,,"Headway / Schedule Adherence",11.000000000,28.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,456,OTH,,"Headway / Schedule Adherence",25.000000000,34.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,47,OTH,,"Headway / Schedule Adherence",182.000000000,308.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,57A,OTH,,"Headway / Schedule Adherence",176.000000000,233.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,66,KBR,,"Headway / Schedule Adherence",544.000000000,711.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,68,OTH,,"Headway / Schedule Adherence",50.000000000,63.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,69,OTH,,"Headway / Schedule Adherence",133.000000000,171.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,70,OTH,,"Headway / Schedule Adherence",175.000000000,285.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,83,OTH,,"Headway / Schedule Adherence",83.000000000,141.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,85,OTH,,"Headway / Schedule Adherence",37.000000000,47.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,91,OTH,,"Headway / Schedule Adherence",37.000000000,98.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,SL4,SL,,"Headway / Schedule Adherence",528.000000000,737.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Franklin Line",,,"Headway / Schedule Adherence",11.000000000,14.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Greenbush Line",,,"Headway / Schedule Adherence",9.000000000,9.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Haverhill Line",,,"Headway / Schedule Adherence",14.000000000,14.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Rockport  Line",,,"Headway / Schedule Adherence",7.000000000,8.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Chestnut Hill Avenue ","Passenger Wait Time",52.084236131,120.998773631
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Dean Road ","Passenger Wait Time",35.078058301,78.244008961
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Englewood Avenue ","Passenger Wait Time",127.481771193,277.034429519
16-MAR-2016,"Off-Peak Service (All Other Times)",Bus,01,KBR,,"Headway / Schedule Adherence",913.000000000,1203.000000000
16-MAR-2016,"Off-Peak Service (All Other Times)",Rail,"Red Line","Red Line","JFK/UMASS Braintree ","Passenger Wait Time",294.866505216,1562.357621562
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,05,OTH,,"Headway / Schedule Adherence",2.000000000,3.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,111,KBR,,"Headway / Schedule Adherence",883.000000000,1069.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,116,KBR,,"Headway / Schedule Adherence",244.000000000,322.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,17,OTH,,"Headway / Schedule Adherence",169.000000000,228.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,211,OTH,,"Headway / Schedule Adherence",71.000000000,135.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,27,OTH,,"Headway / Schedule Adherence",65.000000000,111.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,326,OTH,,"Headway / Schedule Adherence",78.000000000,124.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,41,OTH,,"Headway / Schedule Adherence",106.000000000,229.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,501,OTH,,"Headway / Schedule Adherence",199.000000000,248.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,502,OTH,,"Headway / Schedule Adherence",159.000000000,193.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,51,OTH,,"Headway / Schedule Adherence",136.000000000,217.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,74,OTH,,"Headway / Schedule Adherence",55.000000000,100.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,75,OTH,,"Headway / Schedule Adherence",35.000000000,61.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,80,OTH,,"Headway / Schedule Adherence",124.000000000,213.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Bus,94,OTH,,"Headway / Schedule Adherence",147.000000000,179.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Kingston/Plymouth Line",,,"Headway / Schedule Adherence",9.000000000,9.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Commuter,"Needham Line",,,"Headway / Schedule Adherence",9.000000000,10.000000000
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-B Line","Green Line","Washington Street ","Passenger Wait Time",60.324183324,152.517253487
16-MAR-2016,"Peak Service (Weekdays 6:30-9:30AM, 3:30PM-6:30PM)",Rail,"Green-C Line","Green Line","Copley ","Passenger Wait Time",644.497134638,1234.001916999
